id,name,department,salary,employmentType
4991,Olivia White,Finance,80562.64,2
4992,Olivia White,Marketing,61912.48,0
4993,Emily Wilson,Sales,57222.95,1
4994,Olivia White,Engineering,93501.36,1
4995,Alice Brown,Sales,43045.73,1
4996,David Martinez,HR,42126.08,1
4997,David Martinez,Finance,82170.23,2
4998,Emily Wilson,Finance,89929.37,1
4999,John Doe,Sales,86060.0,0
5000,Olivia White,Engineering,33271.04,2
5001,Michael Lee,Finance,30538.74,0
5002,Olivia White,Sales,71128.98,1
5003,Alice Brown,Marketing,83604.84,1
5004,Alice Brown,Engineering,59400.63,0
5005,Sophia Garcia,Marketing,40085.31,0
5006,Charlie Davis,HR,57289.42,0
5007,Emily Wilson,Finance,60854.34,2
5008,Charlie Davis,Marketing,68639.89,1
5009,Olivia White,Engineering,66261.3,0
5010,Sophia Garcia,HR,46091.02,2
5011,Emily Wilson,Sales,61402.96,2
5012,Bob Johnson,Finance,31452.65,0
5013,Jane Smith,Engineering,50152.67,2
5014,Michael Lee,HR,47224.25,2
5015,Sophia Garcia,HR,91979.37,0
5016,Emily Wilson,Finance,71850.57,2
5017,Bob Johnson,Marketing,59465.52,2
5018,Charlie Davis,HR,70995.22,2
5019,Alice Brown,Marketing,73649.29,2
5020,Jane Smith,Engineering,57232.46,1
5021,Jane Smith,HR,93852.52,1
5022,Emily Wilson,Sales,66385.13,0
5023,Charlie Davis,Finance,87448.31,1
5024,Jane Smith,Engineering,86602.8,2
5025,Bob Johnson,Marketing,35301.44,0
5026,Jane Smith,Marketing,93136.43,1
5027,Emily Wilson,Sales,44230.82,2
5028,Jane Smith,HR,86529.25,0
5029,Charlie Davis,Engineering,66341.41,2
5030,Charlie Davis,Sales,95590.02,0
5031,Michael Lee,Engineering,76558.37,0
5032,Jane Smith,Sales,97976.26,1
5033,John Doe,HR,72305.71,2
5034,Bob Johnson,Finance,31181.5,0
5035,Alice Brown,Finance,77757.85,2
5036,Olivia White,HR,84610.91,1
5037,Bob Johnson,Finance,42242.53,1
5038,Olivia White,Engineering,69839.19,2
5039,Olivia White,Finance,87906.84,0
5040,Olivia White,HR,39984.56,1
5041,David Martinez,Engineering,62869.36,2
5042,Jane Smith,Finance,60314.22,1
5043,John Doe,HR,57612.56,0
5044,John Doe,Marketing,88946.47,2
5045,John Doe,HR,90876.65,1
5046,Charlie Davis,Finance,94959.32,1
5047,Charlie Davis,HR,64252.62,2
5048,John Doe,Engineering,32195.05,1
5049,John Doe,HR,61618.57,2
5050,Alice Brown,Engineering,56594.03,2
5051,Olivia White,HR,92588.41,2
5052,John Doe,Marketing,81727.66,1
5053,Sophia Garcia,Sales,74385.27,1
5054,Michael Lee,Engineering,75306.99,0
5055,Charlie Davis,Finance,85979.7,1
5056,Alice Brown,Sales,70645.57,2
5057,Alice Brown,Sales,80178.09,2
5058,Charlie Davis,HR,48988.63,1
5059,John Doe,Finance,67375.61,0
5060,Alice Brown,Marketing,87509.55,0
5061,Emily Wilson,Finance,91364.7,2
5062,Alice Brown,Engineering,99739.56,1
5063,Charlie Davis,Marketing,44687.42,0
5064,Michael Lee,Finance,61165.63,1
5065,Charlie Davis,Engineering,67268.66,2
5066,Jane Smith,Engineering,39255.83,1
5067,David Martinez,Finance,34771.62,1
5068,Alice Brown,Engineering,33554.28,1
5069,Jane Smith,Finance,33530.62,2
5070,Olivia White,Sales,36879.92,0
5071,Charlie Davis,Engineering,74074.83,0
5072,David Martinez,Sales,74719.48,0
5073,Olivia White,Marketing,96255.8,1
5074,Jane Smith,Marketing,98806.24,2
5075,Charlie Davis,Finance,31181.36,0
5076,Sophia Garcia,Finance,94746.98,0
5077,Olivia White,Marketing,36219.0,0
5078,Jane Smith,Sales,64985.64,2
5079,Emily Wilson,Marketing,67159.84,2
5080,Alice Brown,Finance,67285.82,1
5081,John Doe,HR,63188.48,0
5082,Jane Smith,Engineering,53876.31,1
5083,John Doe,Engineering,95447.8,0
5084,Sophia Garcia,Finance,84818.6,0
5085,Sophia Garcia,HR,47606.21,1
5086,Jane Smith,Marketing,74530.21,2
5087,Alice Brown,Sales,59084.69,2
5088,Alice Brown,Marketing,54305.94,0
5089,Michael Lee,Sales,57959.87,0
5090,Michael Lee,Finance,76391.52,2
5091,John Doe,HR,76369.27,0
5092,Bob Johnson,Engineering,44339.54,0
5093,Sophia Garcia,Marketing,30927.25,0
5094,Emily Wilson,Sales,92230.02,1
5095,Olivia White,Finance,38134.04,0
5096,Jane Smith,Finance,32875.47,1
5097,Michael Lee,Sales,98497.86,2
5098,Alice Brown,Sales,79630.26,1
5099,David Martinez,Sales,62375.16,0
5100,Alice Brown,Marketing,68401.88,0
5101,Jane Smith,Marketing,99820.16,2
5102,Emily Wilson,HR,95482.43,2
5103,Charlie Davis,Finance,59187.06,2
5104,John Doe,Finance,31951.99,2
5105,Sophia Garcia,HR,42056.63,2
5106,Olivia White,Finance,30158.93,0
5107,Sophia Garcia,Sales,66286.61,0
5108,Emily Wilson,Marketing,43099.29,0
5109,Emily Wilson,Engineering,65692.81,0
5110,Michael Lee,Engineering,66078.98,0
5111,Bob Johnson,Engineering,88780.03,2
5112,Sophia Garcia,HR,66420.85,1
5113,John Doe,Marketing,75356.05,2
5114,Sophia Garcia,Marketing,31227.96,2
5115,Michael Lee,Marketing,74665.37,2
5116,Emily Wilson,Marketing,32692.39,1
5117,Charlie Davis,Marketing,36299.66,1
5118,Michael Lee,Finance,96311.34,2
5119,John Doe,HR,58311.73,2
5120,Bob Johnson,Engineering,33160.69,1
5121,Alice Brown,Marketing,46853.04,0
5122,Michael Lee,Engineering,37752.6,0
5123,Sophia Garcia,Engineering,68128.21,1
5124,Olivia White,Engineering,72929.32,2
5125,Olivia White,Finance,87339.51,1
5126,Michael Lee,HR,77750.66,0
5127,Bob Johnson,Sales,98790.28,2
5128,Alice Brown,HR,46182.63,2
5129,Jane Smith,Finance,88752.1,2
5130,Emily Wilson,Engineering,33335.89,1
5131,Sophia Garcia,HR,64416.7,0
5132,Jane Smith,Engineering,42472.01,0
5133,Emily Wilson,Sales,71278.92,2
5134,Jane Smith,Marketing,95762.47,0
5135,Bob Johnson,Engineering,61565.96,1
5136,Charlie Davis,HR,53055.04,2
5137,Charlie Davis,Engineering,86026.6,1
5138,John Doe,Engineering,36555.07,2
5139,Bob Johnson,Marketing,56418.18,0
5140,Sophia Garcia,Sales,30667.84,2
5141,Emily Wilson,HR,81179.91,1
5142,David Martinez,Engineering,85838.67,2
5143,David Martinez,Sales,45421.66,2
5144,Charlie Davis,HR,37238.62,0
5145,David Martinez,Finance,53958.82,2
5146,Sophia Garcia,Engineering,66248.75,0
5147,Emily Wilson,Marketing,89285.27,0
5148,Michael Lee,Engineering,67466.98,0
5149,Sophia Garcia,HR,85389.26,1
5150,Michael Lee,Engineering,70803.95,2
5151,Jane Smith,Finance,92096.49,1
5152,John Doe,HR,67153.35,0
5153,Bob Johnson,HR,55177.74,2
5154,David Martinez,HR,87466.35,1
5155,Emily Wilson,Engineering,86922.5,1
5156,David Martinez,Engineering,56099.9,2
5157,Sophia Garcia,Sales,48952.43,2
5158,Olivia White,Marketing,47581.5,1
5159,Olivia White,Finance,77682.64,2
5160,Emily Wilson,Engineering,60466.55,2
5161,Sophia Garcia,Finance,89043.75,1
5162,Michael Lee,Sales,45566.07,1
5163,David Martinez,Engineering,72098.21,0
5164,Sophia Garcia,Finance,54709.77,0
5165,Sophia Garcia,Marketing,90321.96,2
5166,John Doe,Finance,89039.28,2
5167,Sophia Garcia,HR,63124.6,2
5168,Olivia White,Finance,39861.66,0
5169,Bob Johnson,Engineering,95310.46,0
5170,Emily Wilson,Sales,61492.47,1
5171,Michael Lee,Sales,55968.67,2
5172,David Martinez,HR,74964.3,2
5173,Alice Brown,Engineering,86890.06,0
5174,Olivia White,Finance,61560.29,0
5175,Sophia Garcia,Marketing,83133.58,1
5176,Sophia Garcia,Sales,93117.9,1
5177,Alice Brown,Marketing,99003.82,1
5178,John Doe,Sales,63331.64,2
5179,Bob Johnson,Finance,40930.1,2
5180,Jane Smith,Marketing,41867.39,1
5181,Michael Lee,Engineering,39606.69,1
5182,Michael Lee,HR,91260.9,0
5183,Michael Lee,HR,71369.19,0
5184,Bob Johnson,Sales,56682.71,1
5185,Alice Brown,Finance,35005.56,0
5186,Michael Lee,HR,49259.2,2
5187,Alice Brown,Marketing,80474.08,0
5188,Alice Brown,Finance,77062.14,0
5189,Olivia White,Sales,42208.94,1
5190,Charlie Davis,Finance,80741.14,0
5191,Charlie Davis,Finance,81404.74,2
5192,Alice Brown,Sales,58243.88,0
5193,John Doe,Engineering,48210.69,0
5194,David Martinez,Engineering,47073.43,2
5195,Olivia White,HR,98470.53,1
5196,Emily Wilson,Engineering,99195.16,2
5197,Bob Johnson,HR,78976.77,2
5198,Olivia White,Engineering,62082.34,1
5199,Emily Wilson,Marketing,89679.17,2
5200,John Doe,HR,40849.95,0
5201,Jane Smith,Engineering,37806.01,2
5202,Emily Wilson,HR,45244.48,2
5203,Olivia White,Sales,52807.87,0
5204,Alice Brown,Marketing,54321.61,1
5205,Sophia Garcia,Engineering,43035.08,0
5206,Olivia White,Engineering,80705.79,1
5207,Alice Brown,Marketing,90028.91,2
5208,Bob Johnson,HR,61487.19,2
5209,Emily Wilson,Marketing,60465.48,2
5210,Olivia White,HR,82990.06,2
5211,Michael Lee,Finance,32388.88,1
5212,Jane Smith,HR,53055.34,2
5213,Olivia White,Engineering,40592.91,2
5214,Alice Brown,Sales,77910.56,0
5215,Alice Brown,Engineering,74296.04,0
5216,John Doe,Marketing,87316.48,2
5217,Olivia White,Engineering,55075.89,0
5218,Michael Lee,Finance,68601.79,1
5219,Alice Brown,Sales,39110.63,1
5220,David Martinez,Marketing,98327.17,0
5221,Jane Smith,HR,74544.36,0
5222,David Martinez,Finance,71839.65,1
5223,Bob Johnson,Marketing,33605.38,0
5224,Emily Wilson,Sales,69941.99,0
5225,Emily Wilson,Finance,72337.63,1
5226,Emily Wilson,Finance,84129.91,2
5227,Bob Johnson,Sales,89071.86,0
5228,Charlie Davis,Sales,56367.19,2
5229,Michael Lee,Marketing,93836.21,2
5230,John Doe,HR,65452.0,1
5231,Charlie Davis,Sales,30333.24,0
5232,Jane Smith,Sales,56270.05,2
5233,Alice Brown,Marketing,81645.92,0
5234,Emily Wilson,Engineering,39995.12,0
5235,Alice Brown,Engineering,76656.2,1
5236,Charlie Davis,HR,94556.53,0
5237,Michael Lee,Marketing,41153.04,2
5238,Emily Wilson,Finance,99540.2,1
5239,Sophia Garcia,Marketing,97791.35,1
5240,Jane Smith,HR,49747.08,2
5241,John Doe,Marketing,82734.26,0
5242,Bob Johnson,Finance,88973.75,1
5243,David Martinez,Engineering,89439.63,0
5244,Jane Smith,Marketing,52577.01,2
5245,Charlie Davis,Finance,95876.42,1
5246,Jane Smith,Marketing,35657.05,2
5247,Emily Wilson,Sales,81815.18,2
5248,Emily Wilson,Engineering,75440.71,1
5249,David Martinez,Engineering,42941.78,1
5250,Olivia White,Finance,70150.75,2
5251,Bob Johnson,Engineering,63393.69,1
5252,Bob Johnson,Sales,88929.19,2
5253,Emily Wilson,HR,58603.59,2
5254,David Martinez,Sales,80826.76,2
5255,John Doe,Finance,40313.06,0
5256,John Doe,Sales,30808.54,2
5257,John Doe,HR,31882.51,2
5258,David Martinez,Engineering,79560.07,1
5259,Alice Brown,Engineering,35729.63,1
5260,David Martinez,Finance,71268.34,0
5261,Sophia Garcia,Finance,61646.54,2
5262,David Martinez,Engineering,62198.77,2
5263,Alice Brown,HR,61637.19,1
5264,Bob Johnson,Sales,80911.71,2
5265,Sophia Garcia,Marketing,59729.03,2
5266,David Martinez,Sales,44378.12,0
5267,Olivia White,Finance,61823.93,2
5268,Alice Brown,Sales,60604.45,0
5269,Emily Wilson,Marketing,70592.4,1
5270,Bob Johnson,Engineering,73640.04,1
5271,Bob Johnson,Sales,61736.74,1
5272,David Martinez,Marketing,64102.74,1
5273,Olivia White,Engineering,91109.86,0
5274,John Doe,Engineering,79265.44,0
5275,David Martinez,Sales,83321.81,1
5276,John Doe,Engineering,77758.16,1
5277,Bob Johnson,Sales,77390.85,2
5278,David Martinez,Finance,42060.92,0
5279,Emily Wilson,Sales,33950.3,2
5280,Michael Lee,Marketing,45114.01,1
5281,Charlie Davis,HR,81132.53,1
5282,Olivia White,Finance,60240.95,1
5283,Charlie Davis,Marketing,49555.22,1
5284,Charlie Davis,Finance,97726.23,2
5285,John Doe,Sales,37679.58,2
5286,Emily Wilson,HR,82848.97,1
5287,David Martinez,HR,96393.43,2
5288,Bob Johnson,HR,42935.02,1
5289,Alice Brown,Sales,94119.82,1
5290,Sophia Garcia,Sales,93542.23,0
5291,Michael Lee,Finance,86411.5,2
5292,Michael Lee,Finance,74334.85,0
5293,Olivia White,Marketing,81000.24,2
5294,Olivia White,Marketing,76017.13,2
5295,Emily Wilson,Sales,98782.49,2
5296,Jane Smith,Marketing,70897.24,2
5297,Bob Johnson,Sales,45118.44,1
5298,Olivia White,Sales,65665.23,0
5299,Olivia White,HR,39955.11,0
5300,Jane Smith,Sales,97691.64,2
5301,Emily Wilson,Marketing,52013.26,0
5302,Charlie Davis,Engineering,91040.06,2
5303,Bob Johnson,Finance,82031.08,2
5304,David Martinez,Marketing,95340.49,2
5305,John Doe,Finance,75953.31,2
5306,Bob Johnson,Finance,57049.57,1
5307,Sophia Garcia,Finance,41665.77,1
5308,Sophia Garcia,Marketing,90781.87,0
5309,Bob Johnson,Marketing,86919.84,2
5310,David Martinez,Sales,67429.5,2
5311,Emily Wilson,Finance,87304.0,2
5312,Charlie Davis,Engineering,64407.48,1
5313,Sophia Garcia,Engineering,80301.54,0
5314,Bob Johnson,Marketing,42338.01,2
5315,Bob Johnson,Marketing,73883.38,1
5316,Bob Johnson,Marketing,66356.31,1
5317,Alice Brown,Sales,58959.56,1
5318,Charlie Davis,Sales,83372.24,1
5319,Charlie Davis,Engineering,54498.11,1
5320,Emily Wilson,HR,72057.37,2
5321,Charlie Davis,Sales,95479.92,2
5322,Michael Lee,Marketing,94378.38,2
5323,Emily Wilson,Sales,97335.88,0
5324,John Doe,Finance,36947.05,1
5325,John Doe,Engineering,38343.37,1
5326,Michael Lee,HR,62369.97,2
5327,Alice Brown,HR,61174.75,2
5328,Sophia Garcia,HR,84555.83,2
5329,Sophia Garcia,Marketing,66039.02,0
5330,Charlie Davis,Marketing,55700.51,1
5331,Michael Lee,Sales,52339.88,2
5332,Charlie Davis,Engineering,86689.43,1
5333,Sophia Garcia,Engineering,59360.18,1
5334,David Martinez,HR,31813.49,2
5335,Olivia White,Finance,32796.39,0
5336,Charlie Davis,Finance,77758.59,1
5337,Bob Johnson,Marketing,79070.84,0
5338,Alice Brown,Sales,66749.15,1
5339,Bob Johnson,HR,59745.4,0
5340,Alice Brown,Engineering,90926.19,1
5341,John Doe,Engineering,76404.73,1
5342,Bob Johnson,Finance,70930.77,0
5343,John Doe,Marketing,60821.55,2
5344,Emily Wilson,Finance,63769.1,2
5345,Michael Lee,HR,85260.13,2
5346,Alice Brown,Marketing,83988.87,2
5347,Sophia Garcia,Finance,48284.7,1
5348,John Doe,HR,93034.77,1
5349,Olivia White,HR,66648.25,2
5350,Sophia Garcia,Marketing,88005.67,1
5351,Jane Smith,Marketing,71830.69,2
5352,Olivia White,Engineering,39274.94,2
5353,John Doe,Engineering,78736.41,1
5354,David Martinez,Sales,92981.51,1
5355,David Martinez,Sales,93001.26,1
5356,Jane Smith,Sales,90514.35,1
5357,Jane Smith,Sales,40730.44,2
5358,John Doe,Engineering,77140.32,2
5359,Michael Lee,Finance,31873.63,1
5360,Alice Brown,Finance,30970.4,2
5361,Olivia White,Engineering,75756.44,1
5362,John Doe,HR,76622.83,2
5363,Emily Wilson,Sales,94823.74,2
5364,David Martinez,Marketing,71628.49,2
5365,Alice Brown,Finance,46601.28,1
5366,Olivia White,HR,57647.3,0
5367,Alice Brown,HR,54483.18,0
5368,Emily Wilson,Marketing,98682.97,2
5369,Sophia Garcia,Engineering,31201.48,2
5370,Jane Smith,Marketing,96559.08,2
5371,Alice Brown,Engineering,92023.92,0
5372,Olivia White,Marketing,41978.75,0
5373,Bob Johnson,HR,90848.6,1
5374,Alice Brown,Sales,88453.3,2
5375,John Doe,HR,88451.43,1
5376,Alice Brown,Engineering,71899.16,1
5377,Emily Wilson,Sales,49887.92,0
5378,Charlie Davis,Engineering,76381.31,2
5379,Emily Wilson,Finance,56427.96,0
5380,Emily Wilson,Sales,33313.8,0
5381,Michael Lee,Finance,70517.55,1
5382,John Doe,Sales,51791.74,1
5383,Emily Wilson,HR,69517.16,0
5384,Bob Johnson,Finance,34535.96,1
5385,Olivia White,HR,93277.19,1
5386,Alice Brown,Marketing,56917.14,1
5387,Sophia Garcia,HR,71886.63,0
5388,John Doe,HR,81098.47,1
5389,Bob Johnson,Sales,65103.05,1
5390,Alice Brown,Sales,43520.03,2
5391,Jane Smith,HR,92234.61,2
5392,Olivia White,Finance,88659.24,0
5393,David Martinez,Sales,84651.47,1
5394,Olivia White,Finance,98860.31,0
5395,Michael Lee,HR,66696.55,2
5396,John Doe,Sales,69112.55,0
5397,Jane Smith,Marketing,66890.27,2
5398,Michael Lee,Marketing,46176.61,1
5399,Olivia White,Finance,98345.17,0
5400,Sophia Garcia,HR,49538.54,1
5401,Charlie Davis,Sales,51989.51,2
5402,Jane Smith,Marketing,87879.0,0
5403,Emily Wilson,Engineering,37023.75,0
5404,Michael Lee,Finance,55048.17,0
5405,David Martinez,Finance,34542.99,1
5406,David Martinez,Marketing,87073.23,1
5407,Emily Wilson,Marketing,79747.89,2
5408,Michael Lee,Marketing,53336.18,1
5409,Charlie Davis,Engineering,69570.39,0
5410,John Doe,Engineering,43796.94,1
5411,Olivia White,Engineering,75212.76,2
5412,Charlie Davis,HR,74764.94,1
5413,John Doe,Sales,90798.8,2
5414,Michael Lee,Sales,30036.08,2
5415,Michael Lee,HR,76992.83,0
5416,Sophia Garcia,Sales,80151.96,0
5417,Bob Johnson,Marketing,96754.82,2
5418,Bob Johnson,Finance,90435.21,1
5419,David Martinez,Engineering,51066.54,0
5420,Olivia White,HR,53171.92,1
5421,Michael Lee,Sales,98226.78,1
5422,Olivia White,Finance,53750.91,0
5423,Jane Smith,Engineering,75250.08,2
5424,Sophia Garcia,HR,67957.92,0
5425,Jane Smith,Sales,82543.87,1
5426,Alice Brown,Sales,90732.49,2
5427,John Doe,Finance,66172.51,0
5428,David Martinez,Sales,39686.27,1
5429,Michael Lee,Sales,84456.1,2
5430,Jane Smith,Marketing,97101.17,2
5431,Bob Johnson,Engineering,37357.74,0
5432,Olivia White,Sales,30373.21,2
5433,Alice Brown,HR,67181.58,2
5434,Charlie Davis,Engineering,81414.2,0
5435,Emily Wilson,Sales,78737.45,1
5436,Jane Smith,HR,32437.19,2
5437,Alice Brown,Sales,53646.35,1
5438,Olivia White,Finance,41112.77,1
5439,Alice Brown,HR,63356.53,2
5440,Emily Wilson,Finance,58399.04,2
5441,Bob Johnson,Finance,48610.7,2
5442,Sophia Garcia,Marketing,81810.24,0
5443,Olivia White,HR,66366.3,2
5444,Michael Lee,Engineering,52219.31,0
5445,John Doe,Sales,43111.27,0
5446,Sophia Garcia,Sales,85862.06,0
5447,Sophia Garcia,Marketing,54829.8,0
5448,Alice Brown,Sales,96620.23,0
5449,Emily Wilson,HR,91867.74,2
5450,Jane Smith,Engineering,61300.16,2
5451,Jane Smith,Marketing,49911.44,2
5452,Olivia White,Sales,76690.23,1
5453,Sophia Garcia,Marketing,89844.95,2
5454,Michael Lee,Marketing,95862.51,2
5455,Bob Johnson,Sales,86062.61,1
5456,David Martinez,Engineering,65660.12,2
5457,Bob Johnson,Engineering,61288.42,0
5458,Bob Johnson,Engineering,78348.76,0
5459,Alice Brown,Engineering,43348.22,2
5460,Emily Wilson,HR,76519.05,0
5461,Jane Smith,HR,52949.58,0
5462,Emily Wilson,Marketing,33149.28,0
5463,Emily Wilson,Engineering,47517.71,1
5464,Emily Wilson,Marketing,54102.84,2
5465,Bob Johnson,Engineering,76721.72,2
5466,Sophia Garcia,Engineering,51106.73,1
5467,David Martinez,Engineering,60650.15,1
5468,Sophia Garcia,Marketing,64226.86,2
5469,Bob Johnson,Finance,86717.63,2
5470,Emily Wilson,Finance,40960.15,2
5471,Jane Smith,Engineering,46248.65,0
5472,John Doe,Finance,49891.99,0
5473,Bob Johnson,Sales,89189.06,2
5474,Charlie Davis,HR,43842.59,2
5475,David Martinez,Sales,88831.48,2
5476,David Martinez,HR,55445.56,1
5477,Emily Wilson,Finance,49264.36,2
5478,Charlie Davis,Sales,55239.92,1
5479,Bob Johnson,Marketing,54827.61,1
5480,Sophia Garcia,Sales,91018.85,1
5481,John Doe,Sales,92770.97,0
5482,Olivia White,HR,77629.16,1
5483,Emily Wilson,Sales,83854.43,1
5484,John Doe,HR,78115.53,0
5485,Jane Smith,Finance,76957.36,0
5486,Michael Lee,HR,64378.1,2
5487,Bob Johnson,Marketing,49883.1,0
5488,Olivia White,Finance,39095.99,0
5489,Jane Smith,Sales,33765.08,0
5490,Alice Brown,Finance,79050.0,0
5491,Charlie Davis,Marketing,45910.51,1
5492,Olivia White,HR,73420.35,2
5493,John Doe,HR,59843.0,0
5494,Michael Lee,Engineering,99449.0,2
5495,John Doe,Marketing,39368.33,2
5496,Jane Smith,Marketing,61132.53,2
5497,Bob Johnson,Engineering,59453.46,2
5498,John Doe,Marketing,83602.46,0
5499,Charlie Davis,HR,72679.18,2
5500,Michael Lee,Marketing,86989.2,1
5501,Olivia White,Finance,85678.85,0
5502,Jane Smith,Finance,98357.53,1
5503,Bob Johnson,Engineering,35817.85,1
5504,Sophia Garcia,Marketing,41911.24,2
5505,Charlie Davis,Finance,58860.38,2
5506,Olivia White,Marketing,52234.08,0
5507,Jane Smith,HR,85284.67,0
5508,Bob Johnson,Marketing,39101.35,2
5509,Alice Brown,Engineering,78255.8,2
5510,Alice Brown,Sales,57335.97,1
5511,Jane Smith,Finance,76165.1,0
5512,Michael Lee,Marketing,53012.06,1
5513,Jane Smith,Engineering,83086.6,2
5514,Michael Lee,Marketing,86948.75,2
5515,Charlie Davis,Sales,55476.69,1
5516,Bob Johnson,Sales,51311.58,0
5517,David Martinez,Finance,40610.46,0
5518,John Doe,Marketing,83854.24,1
5519,Michael Lee,HR,71622.19,0
5520,Charlie Davis,HR,34242.89,1
5521,Charlie Davis,HR,47500.91,0
5522,Michael Lee,Engineering,45088.69,2
5523,Emily Wilson,Sales,72967.52,0
5524,John Doe,Engineering,77751.89,0
5525,David Martinez,Sales,66475.46,2
5526,Bob Johnson,Sales,35560.83,2
5527,Alice Brown,Sales,73674.92,1
5528,Emily Wilson,Sales,76331.41,0
5529,Sophia Garcia,Sales,49695.56,2
5530,John Doe,Engineering,44650.85,0
5531,Olivia White,Engineering,41627.31,2
5532,Alice Brown,HR,93423.52,0
5533,Emily Wilson,Finance,84589.72,2
5534,David Martinez,Sales,63162.47,1
5535,Jane Smith,Sales,56857.11,1
5536,Michael Lee,Finance,85611.67,1
5537,Michael Lee,Finance,90015.37,0
5538,Charlie Davis,Sales,91931.16,0
5539,Olivia White,Marketing,53042.31,0
5540,Alice Brown,Sales,67947.12,2
5541,Sophia Garcia,Engineering,49388.29,2
5542,Olivia White,Finance,93528.43,2
5543,Jane Smith,Sales,32803.76,1
5544,Jane Smith,HR,47516.23,1
5545,Olivia White,Engineering,46656.82,1
5546,Bob Johnson,Finance,62324.78,0
5547,Jane Smith,Sales,43368.75,1
5548,David Martinez,Marketing,66551.07,2
5549,John Doe,Marketing,93421.62,1
5550,John Doe,HR,56035.79,2
5551,Charlie Davis,Engineering,77463.81,1
5552,Olivia White,HR,94316.12,2
5553,Emily Wilson,Engineering,32107.54,1
5554,Charlie Davis,Finance,44230.66,2
5555,Jane Smith,Finance,47015.86,2
5556,Charlie Davis,Marketing,99418.42,2
5557,Jane Smith,Sales,83077.62,1
5558,Olivia White,HR,34846.82,2
5559,John Doe,Sales,55940.22,1
5560,Bob Johnson,HR,53756.19,0
5561,Michael Lee,Sales,99640.19,0
5562,Olivia White,Finance,58773.61,1
5563,Alice Brown,Engineering,81060.09,1
5564,Charlie Davis,Sales,84564.44,0
5565,Olivia White,HR,35824.85,0
5566,Emily Wilson,Sales,44157.26,1
5567,Olivia White,Engineering,59556.89,2
5568,Sophia Garcia,Engineering,62458.7,0
5569,Jane Smith,Marketing,39249.74,0
5570,David Martinez,HR,89770.7,0
5571,Olivia White,Marketing,41521.07,0
5572,Emily Wilson,Finance,69555.41,2
5573,Jane Smith,HR,61775.48,0
5574,Alice Brown,HR,81389.03,0
5575,David Martinez,Sales,93771.3,2
5576,Olivia White,Sales,88479.68,2
5577,Jane Smith,Sales,66297.43,1
5578,Alice Brown,Engineering,70836.8,0
5579,Sophia Garcia,Finance,48984.9,0
5580,Michael Lee,HR,37757.38,1
5581,Bob Johnson,Finance,38767.85,2
5582,David Martinez,Engineering,79260.13,1
5583,Bob Johnson,Finance,44583.67,2
5584,Emily Wilson,Marketing,75803.28,2
5585,Jane Smith,Finance,61404.87,0
5586,Olivia White,Marketing,77539.5,2
5587,John Doe,Marketing,37146.26,2
5588,John Doe,Engineering,78255.88,2
5589,Charlie Davis,Finance,75394.79,2
5590,Emily Wilson,HR,65913.28,1
5591,Emily Wilson,Engineering,97966.66,2
5592,Olivia White,Finance,80291.9,1
5593,Sophia Garcia,Finance,36983.6,2
5594,Sophia Garcia,HR,35968.9,0
5595,Alice Brown,HR,44335.04,1
5596,Alice Brown,Marketing,79027.19,2
5597,John Doe,Marketing,50624.96,0
5598,Jane Smith,HR,82026.63,0
5599,Alice Brown,Engineering,35297.31,0
5600,David Martinez,HR,54138.46,1
5601,Charlie Davis,HR,32176.66,2
5602,Bob Johnson,Engineering,76497.88,0
5603,Emily Wilson,Engineering,50619.03,1
5604,Emily Wilson,Sales,61434.04,1
5605,Alice Brown,Finance,65159.51,2
5606,Jane Smith,Engineering,83670.57,1
5607,Olivia White,Finance,83061.68,0
5608,Alice Brown,Finance,72116.33,0
5609,Michael Lee,Finance,94083.99,1
5610,Olivia White,Finance,40496.01,2
5611,Alice Brown,Sales,37352.83,1
5612,Sophia Garcia,HR,41469.89,2
5613,Bob Johnson,HR,73774.56,2
5614,Olivia White,HR,60967.57,2
5615,Olivia White,Sales,65300.28,0
5616,Charlie Davis,Marketing,74778.0,1
5617,Alice Brown,Sales,32171.62,0
5618,Sophia Garcia,Finance,35509.46,0
5619,Olivia White,HR,66156.7,0
5620,Charlie Davis,Engineering,86879.97,0
5621,John Doe,Sales,67358.44,1
5622,David Martinez,HR,36352.65,2
5623,Olivia White,Sales,36945.47,1
5624,Jane Smith,Finance,30818.66,1
5625,Jane Smith,Engineering,88300.35,1
5626,Michael Lee,Finance,39707.17,0
5627,Charlie Davis,Sales,97027.11,1
5628,Bob Johnson,Marketing,80167.65,1
5629,Olivia White,Finance,98008.16,1
5630,Alice Brown,Finance,70031.97,1
5631,Emily Wilson,HR,62658.35,2
5632,Charlie Davis,Finance,35154.67,1
5633,Charlie Davis,Engineering,92685.74,0
5634,Emily Wilson,Engineering,98860.01,2
5635,David Martinez,Marketing,73042.7,1
5636,Charlie Davis,Engineering,75533.58,1
5637,David Martinez,Finance,55410.69,0
5638,Alice Brown,HR,98245.34,1
5639,Alice Brown,Finance,86053.15,0
5640,John Doe,Engineering,72039.54,2
5641,Michael Lee,Sales,87997.23,0
5642,Michael Lee,Finance,48980.67,0
5643,Bob Johnson,Engineering,39266.0,0
5644,Bob Johnson,Finance,44903.98,0
5645,John Doe,Sales,31682.23,0
5646,David Martinez,Finance,37544.83,0
5647,Jane Smith,Marketing,41066.32,0
